EmployeeID,Data,Injected,Detected,Classification,BaselineEntry,BaselineExit,Entrada,Saida,DeltaEntrada,DeltaSaida
E1016,2025-07-11,False,True,FP,530.9,1041.3333333333333,08:46:00,16:49:00,-4.0,-32.0
E1016,2025-09-12,True,False,FN,530.9,1041.3333333333333,08:42:00,17:43:00,,
E1017,2025-03-20,True,False,FN,524.8666666666667,1050.7333333333333,08:17:00,17:36:00,,
E1017,2025-08-04,True,False,FN,524.8666666666667,1050.7333333333333,09:07:00,17:09:00,,
E1017,2025-08-13,True,False,FN,524.8666666666667,1050.7333333333333,08:24:00,17:57:00,,
E1018,2025-05-22,False,True,FP,521.0,1052.7333333333333,08:08:00,17:18:00,-33.0,-14.0
E1018,2025-06-19,True,False,FN,521.0,1052.7333333333333,09:06:00,17:31:00,,
E1019,2025-07-02,True,False,FN,516.9,1039.3333333333333,08:31:00,16:51:00,,
E1019,2025-09-23,True,False,FN,516.9,1039.3333333333333,08:23:00,16:54:00,,
E1020,2025-03-25,False,True,FP,522.5333333333333,1053.1333333333334,09:16:00,17:20:00,33.0,-13.0
E1020,2025-04-09,True,False,FN,522.5333333333333,1053.1333333333334,08:19:00,17:51:00,,
E1020,2025-05-13,True,False,FN,522.5333333333333,1053.1333333333334,08:20:00,17:09:00,,
E1020,2025-05-28,True,False,FN,522.5333333333333,1053.1333333333334,08:45:00,18:02:00,,
E1021,2025-02-25,True,False,FN,526.6666666666666,1039.6333333333334,08:41:00,16:56:00,,
E1021,2025-06-11,True,False,FN,526.6666666666666,1039.6333333333334,09:01:00,17:22:00,,
E1021,2025-07-03,True,False,FN,526.6666666666666,1039.6333333333334,08:19:00,17:08:00,,
E1021,2025-07-15,True,False,FN,526.6666666666666,1039.6333333333334,08:39:00,17:43:00,,
E1021,2025-07-31,False,True,FP,526.6666666666666,1039.6333333333334,08:29:00,17:55:00,-17.0,35.0
E1021,2025-08-07,True,False,FN,526.6666666666666,1039.6333333333334,08:44:00,17:47:00,,
E1022,2025-03-20,True,False,FN,520.7,1038.5333333333333,09:06:00,16:58:00,,
E1022,2025-07-15,False,True,FP,520.7,1038.5333333333333,08:09:00,17:29:00,-31.0,10.0
E1024,2025-03-27,False,True,FP,520.6,1056.7666666666667,09:11:00,17:45:00,30.0,8.0
E1025,2025-03-07,True,False,FN,522.6666666666666,1040.2666666666667,08:20:00,17:25:00,,
E1026,2025-04-14,True,False,FN,511.9,1033.7333333333333,08:28:00,17:42:00,,
E1027,2025-03-17,True,False,FN,518.0666666666667,1043.5666666666666,08:51:00,16:55:00,,
E1028,2025-06-24,True,False,FN,516.9666666666667,1041.7666666666667,08:21:00,17:45:00,,
E1028,2025-07-22,True,False,FN,516.9666666666667,1041.7666666666667,08:09:00,17:18:00,,
E1028,2025-08-18,True,False,FN,516.9666666666667,1041.7666666666667,09:03:00,17:07:00,,
E1028,2025-09-03,False,True,FP,516.9666666666667,1041.7666666666667,08:38:00,16:48:00,1.0,-33.0
E1028,2025-09-30,True,False,FN,516.9666666666667,1041.7666666666667,09:06:00,17:24:00,,
E1029,2025-04-30,True,False,FN,527.8666666666667,1056.0666666666666,09:00:00,17:34:00,,
E1029,2025-05-15,False,True,FP,527.8666666666667,1056.0666666666666,08:40:00,18:08:00,-7.0,31.0
E1029,2025-05-23,True,False,FN,527.8666666666667,1056.0666666666666,08:19:00,17:31:00,,
E1029,2025-06-16,True,False,FN,527.8666666666667,1056.0666666666666,08:57:00,18:02:00,,
E1029,2025-06-19,True,False,FN,527.8666666666667,1056.0666666666666,08:35:00,17:49:00,,
E1030,2025-03-11,True,False,FN,524.2,1042.5666666666666,08:44:00,16:55:00,,
E1030,2025-05-26,True,False,FN,524.2,1042.5666666666666,08:40:00,16:56:00,,
E1030,2025-06-30,True,False,FN,524.2,1042.5666666666666,08:43:00,17:38:00,,
E1031,2025-04-22,True,False,FN,520.2666666666667,1046.1666666666667,09:00:00,17:32:00,,
E1032,2025-04-08,True,False,FN,510.3666666666667,1048.9,08:01:00,17:25:00,,
E1032,2025-05-22,False,True,FP,510.3666666666667,1048.9,07:54:00,17:37:00,-36.0,8.0
E1032,2025-07-16,True,False,FN,510.3666666666667,1048.9,08:31:00,16:59:00,,
E1033,2025-03-05,True,False,FN,516.5333333333333,1043.9333333333334,08:42:00,17:49:00,,
E1033,2025-04-25,True,False,FN,516.5333333333333,1043.9333333333334,08:37:00,16:55:00,,
E1033,2025-07-14,True,False,FN,516.5333333333333,1043.9333333333334,09:03:00,17:30:00,,
E1034,2025-04-25,True,False,FN,523.8666666666667,1046.3,09:12:00,17:36:00,,
E1034,2025-04-30,False,True,FP,523.8666666666667,1046.3,08:11:00,17:38:00,-32.0,11.0
E1034,2025-08-08,False,True,FP,523.8666666666667,1046.3,09:04:00,17:58:00,20.0,31.0
E1034,2025-08-14,True,False,FN,523.8666666666667,1046.3,08:16:00,17:33:00,,
E1034,2025-09-12,True,False,FN,523.8666666666667,1046.3,09:10:00,17:27:00,,
E1034,2025-09-16,False,True,FP,523.8666666666667,1046.3,08:55:00,16:55:00,11.0,-31.0
E1035,2025-02-12,True,False,FN,512.7666666666667,1043.9333333333334,09:02:00,17:30:00,,
E1035,2025-06-30,False,True,FP,512.7666666666667,1043.9333333333334,08:45:00,16:50:00,12.0,-33.0
E1035,2025-09-30,True,False,FN,512.7666666666667,1043.9333333333334,08:43:00,17:50:00,,
E1036,2025-03-20,False,True,FP,520.4,1044.6333333333334,08:40:00,16:52:00,0.0,-32.0
E1036,2025-06-03,True,False,FN,520.4,1044.6333333333334,08:31:00,17:46:00,,
E1037,2025-02-28,False,True,FP,529.6666666666666,1056.2333333333333,08:50:00,17:05:00,0.0,-31.0
E1037,2025-05-08,True,False,FN,529.6666666666666,1056.2333333333333,08:32:00,17:28:00,,
E1037,2025-08-18,True,False,FN,529.6666666666666,1056.2333333333333,08:35:00,17:41:00,,
E1038,2025-05-22,True,False,FN,523.2666666666667,1061.5666666666666,08:53:00,17:12:00,,
E1038,2025-07-11,True,False,FN,523.2666666666667,1061.5666666666666,09:09:00,17:33:00,,
E1038,2025-07-18,True,False,FN,523.2666666666667,1061.5666666666666,09:07:00,17:51:00,,
E1038,2025-09-16,False,True,FP,523.2666666666667,1061.5666666666666,09:14:00,17:30:00,30.0,-11.0
E1038,2025-09-25,True,False,FN,523.2666666666667,1061.5666666666666,08:50:00,18:06:00,,
E1040,2025-06-13,True,False,FN,525.4,1050.5333333333333,09:10:00,17:29:00,,
E1041,2025-03-06,True,False,FN,518.1333333333333,1039.7,08:25:00,16:54:00,,
E1041,2025-03-20,True,False,FN,518.1333333333333,1039.7,09:01:00,17:07:00,,
E1041,2025-06-09,True,False,FN,518.1333333333333,1039.7,09:08:00,17:29:00,,
E1041,2025-06-10,True,False,FN,518.1333333333333,1039.7,08:21:00,17:24:00,,
E1042,2025-03-12,True,False,FN,521.8666666666667,1041.2333333333333,08:35:00,17:50:00,,
E1042,2025-04-21,True,False,FN,521.8666666666667,1041.2333333333333,08:57:00,17:50:00,,
E1042,2025-06-18,True,False,FN,521.8666666666667,1041.2333333333333,08:36:00,17:50:00,,
E1043,2025-03-21,True,False,FN,519.8333333333334,1049.5333333333333,08:37:00,17:17:00,,
E1043,2025-04-24,True,False,FN,519.8333333333334,1049.5333333333333,08:37:00,17:08:00,,
E1043,2025-05-01,False,True,FP,519.8333333333334,1049.5333333333333,08:55:00,16:59:00,15.0,-30.0
E1044,2025-02-17,True,False,FN,517.0666666666667,1041.3666666666666,08:10:00,17:18:00,,
E1045,2025-05-02,False,True,FP,517.0333333333333,1048.3666666666666,08:40:00,18:02:00,2.0,33.0
E1045,2025-06-11,True,False,FN,517.0333333333333,1048.3666666666666,08:09:00,17:34:00,,
E1045,2025-07-29,True,False,FN,517.0333333333333,1048.3666666666666,08:32:00,17:01:00,,
E1045,2025-08-29,True,False,FN,517.0333333333333,1048.3666666666666,08:21:00,17:00:00,,
E1046,2025-02-17,False,True,FP,526.7333333333333,1048.3666666666666,08:37:00,18:00:00,-9.0,31.0
E1046,2025-07-24,True,False,FN,526.7333333333333,1048.3666666666666,09:00:00,17:12:00,,
E1046,2025-07-30,True,False,FN,526.7333333333333,1048.3666666666666,09:06:00,17:52:00,,
E1046,2025-07-31,True,False,FN,526.7333333333333,1048.3666666666666,08:20:00,17:14:00,,
E1046,2025-09-23,True,False,FN,526.7333333333333,1048.3666666666666,08:26:00,17:29:00,,
E1047,2025-04-03,False,True,FP,520.2333333333333,1048.2666666666667,08:49:00,18:02:00,8.0,33.0
E1047,2025-08-25,True,False,FN,520.2333333333333,1048.2666666666667,08:18:00,17:37:00,,
E1047,2025-09-03,True,False,FN,520.2333333333333,1048.2666666666667,08:42:00,17:08:00,,
E1047,2025-09-08,True,False,FN,520.2333333333333,1048.2666666666667,08:31:00,17:55:00,,
E1048,2025-03-05,True,False,FN,522.0666666666667,1046.8666666666666,08:44:00,17:02:00,,
E1048,2025-04-07,True,False,FN,522.0666666666667,1046.8666666666666,09:08:00,17:35:00,,
E1048,2025-05-12,True,False,FN,522.0666666666667,1046.8666666666666,08:30:00,16:57:00,,
E1048,2025-08-07,False,True,FP,522.0666666666667,1046.8666666666666,08:51:00,17:58:00,8.0,31.0
E1048,2025-09-12,False,True,FP,522.0666666666667,1046.8666666666666,08:44:00,16:51:00,1.0,-35.0
E1049,2025-02-20,True,False,FN,518.9333333333333,1049.7666666666667,08:43:00,17:03:00,,
E1049,2025-07-09,True,False,FN,518.9333333333333,1049.7666666666667,08:15:00,17:15:00,,
E1049,2025-08-05,False,True,FP,518.9333333333333,1049.7666666666667,08:29:00,16:57:00,-9.0,-32.0
E1049,2025-08-22,True,False,FN,518.9333333333333,1049.7666666666667,08:35:00,17:08:00,,
E1049,2025-09-18,True,False,FN,518.9333333333333,1049.7666666666667,08:48:00,17:52:00,,
E1050,2025-05-02,False,True,FP,518.5333333333333,1045.8666666666666,08:08:00,17:45:00,-30.0,19.0
E1050,2025-05-21,True,False,FN,518.5333333333333,1045.8666666666666,08:55:00,17:42:00,,
E1050,2025-07-16,True,False,FN,518.5333333333333,1045.8666666666666,09:07:00,17:21:00,,
E1050,2025-08-05,False,True,FP,518.5333333333333,1045.8666666666666,08:08:00,17:26:00,-30.0,0.0
E1050,2025-08-19,True,False,FN,518.5333333333333,1045.8666666666666,08:36:00,16:57:00,,
E1050,2025-09-17,False,True,FP,518.5333333333333,1045.8666666666666,08:25:00,16:54:00,-13.0,-31.0
E1051,2025-05-30,True,False,FN,531.6666666666666,1047.7333333333333,08:49:00,17:04:00,,
E1052,2025-04-11,True,False,FN,534.3,1059.5666666666666,09:24:00,17:37:00,,
E1053,2025-03-20,False,True,FP,519.9666666666667,1045.9,08:55:00,17:58:00,15.0,32.0
E1053,2025-04-04,True,False,FN,519.9666666666667,1045.9,08:29:00,17:54:00,,
E1053,2025-05-23,True,False,FN,519.9666666666667,1045.9,08:13:00,17:55:00,,
E1053,2025-05-28,True,False,FN,519.9666666666667,1045.9,08:39:00,16:58:00,,
E1053,2025-08-19,True,False,FN,519.9666666666667,1045.9,08:29:00,17:53:00,,
E1054,2025-05-15,False,True,FP,515.5333333333333,1033.0333333333333,08:34:00,17:46:00,-1.0,32.0
E1055,2025-06-30,True,False,FN,524.4666666666667,1045.8333333333333,08:43:00,16:59:00,,
E1055,2025-09-04,True,False,FN,524.4666666666667,1045.8333333333333,08:17:00,17:26:00,,
E1056,2025-03-04,True,False,FN,518.9666666666667,1043.8333333333333,09:07:00,17:35:00,,
E1056,2025-03-12,True,False,FN,518.9666666666667,1043.8333333333333,08:37:00,17:39:00,,
E1056,2025-08-19,True,False,FN,518.9666666666667,1043.8333333333333,09:07:00,17:24:00,,
E1057,2025-04-03,False,True,FP,511.0,1045.6666666666667,08:16:00,17:59:00,-15.0,33.0
E1057,2025-07-01,True,False,FN,511.0,1045.6666666666667,09:01:00,17:17:00,,
E1057,2025-07-24,True,False,FN,511.0,1045.6666666666667,08:33:00,17:05:00,,
E1057,2025-09-26,True,False,FN,511.0,1045.6666666666667,08:03:00,17:32:00,,
E1057,2025-09-30,False,True,FP,511.0,1045.6666666666667,08:00:00,17:18:00,-31.0,-7.0
E1058,2025-05-06,True,False,FN,530.4,1048.7,08:30:00,17:25:00,,
E1058,2025-06-09,False,True,FP,530.4,1048.7,09:24:00,17:20:00,33.0,-8.0
E1058,2025-08-01,True,False,FN,530.4,1048.7,08:32:00,17:39:00,,
E1059,2025-04-21,True,False,FN,515.4333333333333,1032.9666666666667,08:51:00,17:24:00,,
E1059,2025-05-01,False,True,FP,515.4333333333333,1032.9666666666667,08:12:00,17:44:00,-23.0,31.0
E1059,2025-05-16,False,True,FP,515.4333333333333,1032.9666666666667,08:05:00,17:24:00,-30.0,11.0
E1059,2025-09-29,False,True,FP,515.4333333333333,1032.9666666666667,09:06:00,17:18:00,30.0,5.0
E1060,2025-08-15,True,False,FN,512.1666666666666,1053.0,08:36:00,17:12:00,,
E1061,2025-03-04,True,False,FN,518.2666666666667,1053.9333333333334,08:19:00,17:35:00,,
E1061,2025-04-16,False,True,FP,518.2666666666667,1053.9333333333334,08:08:00,17:19:00,-30.0,-14.0
E1061,2025-06-27,True,False,FN,518.2666666666667,1053.9333333333334,08:34:00,18:02:00,,
E1061,2025-09-02,True,False,FN,518.2666666666667,1053.9333333333334,08:36:00,17:06:00,,
E1062,2025-03-12,True,False,FN,517.2,1046.4333333333334,09:07:00,17:21:00,,
E1062,2025-04-10,True,False,FN,517.2,1046.4333333333334,08:49:00,17:21:00,,
E1062,2025-05-29,True,False,FN,517.2,1046.4333333333334,08:40:00,17:56:00,,
E1063,2025-08-04,True,False,FN,522.0,1036.3666666666666,08:16:00,17:36:00,,
E1064,2025-03-03,False,True,FP,525.4,1047.7,08:45:00,18:01:00,0.0,33.0
E1064,2025-03-04,False,True,FP,525.4,1047.7,08:15:00,17:20:00,-30.0,-7.0
E1064,2025-05-20,False,True,FP,525.4,1047.7,08:43:00,17:58:00,-2.0,30.0
E1064,2025-07-03,True,False,FN,525.4,1047.7,08:21:00,17:46:00,,
E1064,2025-08-14,True,False,FN,525.4,1047.7,08:16:00,17:33:00,,
E1064,2025-09-12,False,True,FP,525.4,1047.7,08:13:00,17:27:00,-32.0,0.0
E1065,2025-04-16,True,False,FN,523.4,1041.1666666666667,09:11:00,17:21:00,,
E1065,2025-07-02,True,False,FN,523.4,1041.1666666666667,09:11:00,17:24:00,,
E1065,2025-07-08,True,False,FN,523.4,1041.1666666666667,09:10:00,17:14:00,,
E1066,2025-04-21,False,True,FP,532.0666666666667,1050.6666666666667,08:18:00,17:39:00,-34.0,8.0
E1066,2025-07-07,True,False,FN,532.0666666666667,1050.6666666666667,09:20:00,17:38:00,,
E1066,2025-08-13,True,False,FN,532.0666666666667,1050.6666666666667,08:42:00,17:05:00,,
E1066,2025-08-22,True,False,FN,532.0666666666667,1050.6666666666667,08:24:00,17:36:00,,
E1066,2025-09-18,True,False,FN,532.0666666666667,1050.6666666666667,09:20:00,17:31:00,,
E1067,2025-03-18,False,True,FP,520.3666666666667,1046.4,08:47:00,16:56:00,6.0,-30.0
E1067,2025-06-09,False,True,FP,520.3666666666667,1046.4,09:12:00,17:14:00,31.0,-12.0
E1067,2025-06-16,True,False,FN,520.3666666666667,1046.4,09:09:00,17:51:00,,
E1067,2025-06-23,True,False,FN,520.3666666666667,1046.4,08:12:00,17:21:00,,
E1067,2025-07-03,True,False,FN,520.3666666666667,1046.4,09:10:00,17:30:00,,
E1068,2025-05-09,True,False,FN,516.7666666666667,1026.5666666666666,08:53:00,16:47:00,,
E1068,2025-05-26,True,False,FN,516.7666666666667,1026.5666666666666,08:30:00,16:45:00,,
E1069,2025-04-10,True,False,FN,515.5,1057.8666666666666,08:30:00,17:08:00,,
E1069,2025-06-02,True,False,FN,515.5,1057.8666666666666,09:00:00,17:24:00,,
E1069,2025-06-16,True,False,FN,515.5,1057.8666666666666,08:12:00,17:28:00,,
E1069,2025-08-19,True,False,FN,515.5,1057.8666666666666,08:59:00,17:41:00,,
E1070,2025-04-09,True,False,FN,513.7666666666667,1022.5,08:41:00,16:33:00,,
E1070,2025-09-10,True,False,FN,513.7666666666667,1022.5,08:33:00,17:30:00,,
E1071,2025-02-27,True,False,FN,526.8333333333334,1063.2666666666667,08:47:00,17:16:00,,
E1071,2025-07-11,True,False,FN,526.8333333333334,1063.2666666666667,08:53:00,17:20:00,,
E1071,2025-08-21,True,False,FN,526.8333333333334,1063.2666666666667,08:20:00,17:43:00,,
E1072,2025-02-18,False,True,FP,516.0333333333333,1057.2333333333333,08:17:00,17:05:00,-19.0,-32.0
E1072,2025-07-18,False,True,FP,516.0333333333333,1057.2333333333333,08:29:00,18:11:00,-7.0,33.0
E1072,2025-08-12,False,True,FP,516.0333333333333,1057.2333333333333,08:25:00,18:12:00,-11.0,34.0
E1073,2025-03-04,True,False,FN,518.8333333333334,1055.5,08:48:00,17:11:00,,
E1073,2025-07-01,True,False,FN,518.8333333333334,1055.5,09:03:00,17:15:00,,
E1073,2025-07-21,True,False,FN,518.8333333333334,1055.5,08:13:00,17:30:00,,
E1073,2025-09-16,True,False,FN,518.8333333333334,1055.5,09:01:00,18:03:00,,
E1074,2025-03-19,True,False,FN,528.4666666666667,1050.9333333333334,09:04:00,17:51:00,,
E1074,2025-03-21,True,False,FN,528.4666666666667,1050.9333333333334,08:23:00,17:29:00,,
E1074,2025-06-17,True,False,FN,528.4666666666667,1050.9333333333334,08:19:00,17:20:00,,
E1074,2025-08-11,True,False,FN,528.4666666666667,1050.9333333333334,09:12:00,17:25:00,,
E1074,2025-08-29,True,False,FN,528.4666666666667,1050.9333333333334,09:17:00,17:41:00,,
E1075,2025-03-20,True,False,FN,528.7,1031.3666666666666,08:45:00,17:31:00,,
E1075,2025-06-26,True,False,FN,528.7,1031.3666666666666,08:26:00,17:09:00,,
E1075,2025-08-06,True,False,FN,528.7,1031.3666666666666,08:54:00,16:42:00,,
E1076,2025-02-25,False,True,FP,518.9,1041.4666666666667,08:31:00,17:54:00,-7.0,32.0
E1076,2025-03-14,False,True,FP,518.9,1041.4666666666667,08:44:00,16:49:00,5.0,-32.0
E1076,2025-07-10,False,True,FP,518.9,1041.4666666666667,08:37:00,16:48:00,-1.0,-33.0
E1077,2025-07-02,False,True,FP,531.2,1065.2,08:39:00,18:17:00,-12.0,31.0
E1078,2025-02-19,False,True,FP,526.1333333333333,1065.1333333333334,08:50:00,17:14:00,3.0,-31.0
E1078,2025-03-04,True,False,FN,526.1333333333333,1065.1333333333334,08:28:00,17:37:00,,
E1078,2025-03-11,True,False,FN,526.1333333333333,1065.1333333333334,09:04:00,17:17:00,,
E1078,2025-05-27,True,False,FN,526.1333333333333,1065.1333333333334,09:09:00,17:53:00,,
E1079,2025-07-08,True,False,FN,501.56666666666666,1046.1666666666667,07:58:00,17:20:00,,
E1079,2025-08-22,True,False,FN,501.56666666666666,1046.1666666666667,07:59:00,17:15:00,,
E1080,2025-04-02,True,False,FN,515.0,1049.7666666666667,09:04:00,17:21:00,,
E1080,2025-05-08,True,False,FN,515.0,1049.7666666666667,08:39:00,17:56:00,,
E1080,2025-06-27,True,False,FN,515.0,1049.7666666666667,08:19:00,17:00:00,,
E1081,2025-03-19,False,True,FP,528.9333333333333,1051.4,08:13:00,17:19:00,-35.0,-12.0
E1081,2025-08-20,False,True,FP,528.9333333333333,1051.4,08:17:00,17:35:00,-31.0,3.0
E1081,2025-09-17,True,False,FN,528.9333333333333,1051.4,09:05:00,17:28:00,,
E1082,2025-04-03,True,False,FN,529.6333333333333,1049.1333333333334,08:42:00,17:02:00,,
E1082,2025-04-08,True,False,FN,529.6333333333333,1049.1333333333334,08:43:00,17:59:00,,
E1082,2025-07-17,True,False,FN,529.6333333333333,1049.1333333333334,09:19:00,17:35:00,,
E1082,2025-07-30,False,True,FP,529.6333333333333,1049.1333333333334,09:20:00,17:38:00,30.0,8.0
E1083,2025-07-09,True,False,FN,523.3333333333334,1034.4666666666667,08:35:00,16:50:00,,
E1083,2025-07-29,True,False,FN,523.3333333333334,1034.4666666666667,08:17:00,17:23:00,,
E1083,2025-08-18,False,True,FP,523.3333333333334,1034.4666666666667,09:19:00,17:24:00,35.0,9.0
E1084,2025-03-31,True,False,FN,518.6333333333333,1057.4333333333334,08:46:00,17:23:00,,
E1084,2025-05-14,True,False,FN,518.6333333333333,1057.4333333333334,09:00:00,17:32:00,,
E1084,2025-08-06,True,False,FN,518.6333333333333,1057.4333333333334,08:33:00,18:01:00,,
E1084,2025-09-12,False,True,FP,518.6333333333333,1057.4333333333334,08:37:00,18:08:00,-1.0,30.0
E1084,2025-09-15,True,False,FN,518.6333333333333,1057.4333333333334,08:35:00,18:01:00,,
E1084,2025-09-30,True,False,FN,518.6333333333333,1057.4333333333334,08:24:00,17:43:00,,
E1085,2025-04-02,True,False,FN,512.9,1033.1,08:59:00,17:03:00,,
E1085,2025-05-01,True,False,FN,512.9,1033.1,08:25:00,16:46:00,,
E1085,2025-07-10,True,False,FN,512.9,1033.1,08:25:00,17:32:00,,
E1086,2025-06-04,True,False,FN,519.4,1046.8666666666666,08:35:00,16:59:00,,
E1086,2025-06-10,True,False,FN,519.4,1046.8666666666666,08:12:00,17:28:00,,
E1086,2025-08-07,False,True,FP,519.4,1046.8666666666666,08:33:00,16:55:00,-6.0,-31.0
E1087,2025-04-08,True,False,FN,533.6666666666666,1057.3333333333333,08:24:00,17:45:00,,
E1087,2025-06-05,True,False,FN,533.6666666666666,1057.3333333333333,08:25:00,18:00:00,,
E1088,2025-02-28,False,True,FP,518.4666666666667,1044.6,09:09:00,17:30:00,30.0,5.0
E1088,2025-04-04,True,False,FN,518.4666666666667,1044.6,08:47:00,17:53:00,,
E1088,2025-04-18,True,False,FN,518.4666666666667,1044.6,08:46:00,17:01:00,,
E1088,2025-04-29,False,True,FP,518.4666666666667,1044.6,08:40:00,16:51:00,1.0,-33.0
E1088,2025-05-28,True,False,FN,518.4666666666667,1044.6,08:10:00,17:09:00,,
E1088,2025-07-11,True,False,FN,518.4666666666667,1044.6,08:44:00,16:59:00,,
E1088,2025-08-29,True,False,FN,518.4666666666667,1044.6,08:16:00,17:41:00,,
E1088,2025-09-02,True,False,FN,518.4666666666667,1044.6,08:44:00,17:51:00,,
E1089,2025-03-12,True,False,FN,526.8666666666667,1053.8333333333333,09:14:00,17:35:00,,
E1089,2025-06-09,True,False,FN,526.8666666666667,1053.8333333333333,09:10:00,17:17:00,,
E1089,2025-06-12,True,False,FN,526.8666666666667,1053.8333333333333,09:11:00,17:14:00,,
E1090,2025-03-26,True,False,FN,517.4666666666667,1043.4666666666667,08:46:00,17:01:00,,
E1090,2025-05-19,False,True,FP,517.4666666666667,1043.4666666666667,08:34:00,17:55:00,-3.0,31.0
E1090,2025-07-28,True,False,FN,517.4666666666667,1043.4666666666667,09:03:00,17:25:00,,
E1091,2025-02-18,True,False,FN,520.8333333333334,1049.9,08:54:00,17:06:00,,
E1091,2025-02-19,True,False,FN,520.8333333333334,1049.9,08:11:00,17:31:00,,
E1091,2025-07-15,True,False,FN,520.8333333333334,1049.9,09:10:00,17:07:00,,
E1091,2025-08-04,True,False,FN,520.8333333333334,1049.9,08:37:00,17:16:00,,
